Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[strain],Characteristics[age],Unit[time unit],Characteristics[genotype],Characteristics[disease],Characteristics[organism part],Characteristics[cell type],Characteristics[stimulus],Characteristics[individual],Material Type,Protocol REF,Protocol REF,Protocol REF,Protocol REF,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Protocol REF,Performer,Assay Name,Comment[technical replicate group],Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[SPOT_LENGTH],Comment[READ_INDEX_1_BASE_COORD],Factor Value[organism],Factor Value[stimulus],Factor Value[time],Unit[time unit],Term Source REF,Term Accession Number
Human_Naive_1,ERS2041540,SAMEA104423598,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_1,group 1,sequencing assay,ERX2271389,19506_7_1_r1.fq.gz,19506_7_1_r1.fq.gz,ERR2217064,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217064/ERR2217064_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_1,ERS2041540,SAMEA104423598,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_1,group 1,sequencing assay,ERX2271389,19506_7_1_r2.fq.gz,19506_7_1_r2.fq.gz,ERR2217064,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217064/ERR2217064_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2041541,SAMEA104423599,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_2,group 2,sequencing assay,ERX2271390,19480_1_2_r1.fq.gz,19480_1_2_r1.fq.gz,ERR2217065,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/005/ERR2217065/ERR2217065_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2041541,SAMEA104423599,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_2,group 2,sequencing assay,ERX2271390,19480_1_2_r2.fq.gz,19480_1_2_r2.fq.gz,ERR2217065,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/005/ERR2217065/ERR2217065_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2041541,SAMEA104423599,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_2,group 2,sequencing assay,ERX2271390,19480_2_2_r1.fq.gz,19480_2_2_r1.fq.gz,ERR2217066,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/006/ERR2217066/ERR2217066_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2041541,SAMEA104423599,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_2,group 2,sequencing assay,ERX2271390,19480_2_2_r2.fq.gz,19480_2_2_r2.fq.gz,ERR2217066,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/006/ERR2217066/ERR2217066_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2041541,SAMEA104423599,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_2,group 2,sequencing assay,ERX2271390,19480_3_2_r1.fq.gz,19480_3_2_r1.fq.gz,ERR2217067,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217067/ERR2217067_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2041541,SAMEA104423599,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_2,group 2,sequencing assay,ERX2271390,19480_3_2_r2.fq.gz,19480_3_2_r2.fq.gz,ERR2217067,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217067/ERR2217067_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2041541,SAMEA104423599,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_2,group 2,sequencing assay,ERX2271390,19480_4_2_r1.fq.gz,19480_4_2_r1.fq.gz,ERR2217068,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/008/ERR2217068/ERR2217068_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2041541,SAMEA104423599,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_2,group 2,sequencing assay,ERX2271390,19480_4_2_r2.fq.gz,19480_4_2_r2.fq.gz,ERR2217068,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/008/ERR2217068/ERR2217068_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2041541,SAMEA104423599,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_2,group 2,sequencing assay,ERX2271390,19506_6_2_r1.fq.gz,19506_6_2_r1.fq.gz,ERR2217069,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217069/ERR2217069_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2041541,SAMEA104423599,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_2,group 2,sequencing assay,ERX2271390,19506_6_2_r2.fq.gz,19506_6_2_r2.fq.gz,ERR2217069,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217069/ERR2217069_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2041541,SAMEA104423599,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_2,group 2,sequencing assay,ERX2271390,19506_7_2_r1.fq.gz,19506_7_2_r1.fq.gz,ERR2217070,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/000/ERR2217070/ERR2217070_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2041541,SAMEA104423599,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_2,group 2,sequencing assay,ERX2271390,19506_7_2_r2.fq.gz,19506_7_2_r2.fq.gz,ERR2217070,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/000/ERR2217070/ERR2217070_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_3,ERS2041542,SAMEA104423600,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_3,group 3,sequencing assay,ERX2271391,19480_1_3_r1.fq.gz,19480_1_3_r1.fq.gz,ERR2217071,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/001/ERR2217071/ERR2217071_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_3,ERS2041542,SAMEA104423600,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_3,group 3,sequencing assay,ERX2271391,19480_1_3_r2.fq.gz,19480_1_3_r2.fq.gz,ERR2217071,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/001/ERR2217071/ERR2217071_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_3,ERS2041542,SAMEA104423600,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_3,group 3,sequencing assay,ERX2271391,19480_2_3_r1.fq.gz,19480_2_3_r1.fq.gz,ERR2217072,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/002/ERR2217072/ERR2217072_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_3,ERS2041542,SAMEA104423600,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_3,group 3,sequencing assay,ERX2271391,19480_2_3_r2.fq.gz,19480_2_3_r2.fq.gz,ERR2217072,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/002/ERR2217072/ERR2217072_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_3,ERS2041542,SAMEA104423600,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_3,group 3,sequencing assay,ERX2271391,19480_3_3_r1.fq.gz,19480_3_3_r1.fq.gz,ERR2217073,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/003/ERR2217073/ERR2217073_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_3,ERS2041542,SAMEA104423600,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_3,group 3,sequencing assay,ERX2271391,19480_3_3_r2.fq.gz,19480_3_3_r2.fq.gz,ERR2217073,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/003/ERR2217073/ERR2217073_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_3,ERS2041542,SAMEA104423600,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_3,group 3,sequencing assay,ERX2271391,19480_4_3_r1.fq.gz,19480_4_3_r1.fq.gz,ERR2217074,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217074/ERR2217074_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_3,ERS2041542,SAMEA104423600,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_3,group 3,sequencing assay,ERX2271391,19480_4_3_r2.fq.gz,19480_4_3_r2.fq.gz,ERR2217074,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217074/ERR2217074_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_3,ERS2041542,SAMEA104423600,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_3,group 3,sequencing assay,ERX2271391,19506_6_3_r1.fq.gz,19506_6_3_r1.fq.gz,ERR2217075,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/005/ERR2217075/ERR2217075_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_3,ERS2041542,SAMEA104423600,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_3,group 3,sequencing assay,ERX2271391,19506_6_3_r2.fq.gz,19506_6_3_r2.fq.gz,ERR2217075,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/005/ERR2217075/ERR2217075_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_3,ERS2041542,SAMEA104423600,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_3,group 3,sequencing assay,ERX2271391,19506_7_3_r1.fq.gz,19506_7_3_r1.fq.gz,ERR2217076,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/006/ERR2217076/ERR2217076_1.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Naive_3,ERS2041542,SAMEA104423600,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,naive T cell,none,donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Naive_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_3,group 3,sequencing assay,ERX2271391,19506_7_3_r2.fq.gz,19506_7_3_r2.fq.gz,ERR2217076,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/006/ERR2217076/ERR2217076_2.fastq.gz,250,126,Homo sapiens,none,0,hour,EFO,UO_0000032
Human_Th0_05h_1,ERS2041543,SAMEA104423601,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_05h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_4,group 4,sequencing assay,ERX2271392,19480_1_4_r1.fq.gz,19480_1_4_r1.fq.gz,ERR2217077,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217077/ERR2217077_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),0.5,hour,EFO,UO_0000032
Human_Th0_05h_1,ERS2041543,SAMEA104423601,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_05h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_4,group 4,sequencing assay,ERX2271392,19480_1_4_r2.fq.gz,19480_1_4_r2.fq.gz,ERR2217077,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217077/ERR2217077_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),0.5,hour,EFO,UO_0000032
