Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[strain],Characteristics[age],Unit[time unit],Characteristics[genotype],Characteristics[organism part],Characteristics[cell type],Characteristics[individual],Material Type,Protocol REF,Protocol REF,Protocol REF,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Protocol REF,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[SPOT_LENGTH],Comment[READ_INDEX_1_BASE_COORD],Factor Value[organism],Factor Value[time],Unit[time unit],Term Source REF,Term Accession Number
Human_Naive_2,ERS2047434,SAMEA104429492,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,naive T cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Naive_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_3_2,sequencing assay,ERX2274046,18246_3_2_r1.fq.gz,18246_3_2_r1.fq.gz,ERR2220579,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2220579/ERR2220579_1.fastq.gz,150,76,Homo sapiens,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2047434,SAMEA104429492,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,naive T cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Naive_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_3_2,sequencing assay,ERX2274046,18246_3_2_r2.fq.gz,18246_3_2_r2.fq.gz,ERR2220579,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2220579/ERR2220579_2.fastq.gz,150,76,Homo sapiens,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2047434,SAMEA104429492,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,naive T cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Naive_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_4_2,sequencing assay,ERX2274046,18246_4_2_r1.fq.gz,18246_4_2_r1.fq.gz,ERR2220580,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2220580/ERR2220580_1.fastq.gz,150,76,Homo sapiens,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2047434,SAMEA104429492,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,naive T cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Naive_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_4_2,sequencing assay,ERX2274046,18246_4_2_r2.fq.gz,18246_4_2_r2.fq.gz,ERR2220580,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2220580/ERR2220580_2.fastq.gz,150,76,Homo sapiens,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2047434,SAMEA104429492,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,naive T cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Naive_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_5_2,sequencing assay,ERX2274046,18246_5_2_r1.fq.gz,18246_5_2_r1.fq.gz,ERR2220581,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2220581/ERR2220581_1.fastq.gz,150,76,Homo sapiens,0,hour,EFO,UO_0000032
Human_Naive_2,ERS2047434,SAMEA104429492,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,naive T cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Naive_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_5_2,sequencing assay,ERX2274046,18246_5_2_r2.fq.gz,18246_5_2_r2.fq.gz,ERR2220581,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2220581/ERR2220581_2.fastq.gz,150,76,Homo sapiens,0,hour,EFO,UO_0000032
Human_Th2_24h_1,ERS2047435,SAMEA104429493,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_1_1,sequencing assay,ERX2274047,18850_1_1_r1.fq.gz,18850_1_1_r1.fq.gz,ERR2220582,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/002/ERR2220582/ERR2220582_1.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_1,ERS2047435,SAMEA104429493,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_1_1,sequencing assay,ERX2274047,18850_1_1_r2.fq.gz,18850_1_1_r2.fq.gz,ERR2220582,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/002/ERR2220582/ERR2220582_2.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_1,ERS2047435,SAMEA104429493,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_2_1,sequencing assay,ERX2274047,18850_2_1_r1.fq.gz,18850_2_1_r1.fq.gz,ERR2220583,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2220583/ERR2220583_1.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_1,ERS2047435,SAMEA104429493,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_2_1,sequencing assay,ERX2274047,18850_2_1_r2.fq.gz,18850_2_1_r2.fq.gz,ERR2220583,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2220583/ERR2220583_2.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_1,ERS2047435,SAMEA104429493,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_3_1,sequencing assay,ERX2274047,18850_3_1_r1.fq.gz,18850_3_1_r1.fq.gz,ERR2220584,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2220584/ERR2220584_1.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_1,ERS2047435,SAMEA104429493,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_3_1,sequencing assay,ERX2274047,18850_3_1_r2.fq.gz,18850_3_1_r2.fq.gz,ERR2220584,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2220584/ERR2220584_2.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_1,ERS2047435,SAMEA104429493,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_4_1,sequencing assay,ERX2274047,18850_4_1_r1.fq.gz,18850_4_1_r1.fq.gz,ERR2220585,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2220585/ERR2220585_1.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_1,ERS2047435,SAMEA104429493,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_4_1,sequencing assay,ERX2274047,18850_4_1_r2.fq.gz,18850_4_1_r2.fq.gz,ERR2220585,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2220585/ERR2220585_2.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_2,ERS2047436,SAMEA104429494,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_1_4,sequencing assay,ERX2274048,18850_1_4_r1.fq.gz,18850_1_4_r1.fq.gz,ERR2220586,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/006/ERR2220586/ERR2220586_1.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_2,ERS2047436,SAMEA104429494,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_1_4,sequencing assay,ERX2274048,18850_1_4_r2.fq.gz,18850_1_4_r2.fq.gz,ERR2220586,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/006/ERR2220586/ERR2220586_2.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_2,ERS2047436,SAMEA104429494,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_2_4,sequencing assay,ERX2274048,18850_2_4_r1.fq.gz,18850_2_4_r1.fq.gz,ERR2220587,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2220587/ERR2220587_1.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_2,ERS2047436,SAMEA104429494,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_2_4,sequencing assay,ERX2274048,18850_2_4_r2.fq.gz,18850_2_4_r2.fq.gz,ERR2220587,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2220587/ERR2220587_2.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_2,ERS2047436,SAMEA104429494,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_3_4,sequencing assay,ERX2274048,18850_3_4_r1.fq.gz,18850_3_4_r1.fq.gz,ERR2220588,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2220588/ERR2220588_1.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_2,ERS2047436,SAMEA104429494,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_3_4,sequencing assay,ERX2274048,18850_3_4_r2.fq.gz,18850_3_4_r2.fq.gz,ERR2220588,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2220588/ERR2220588_2.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_2,ERS2047436,SAMEA104429494,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_4_4,sequencing assay,ERX2274048,18850_4_4_r1.fq.gz,18850_4_4_r1.fq.gz,ERR2220589,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2220589/ERR2220589_1.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_24h_2,ERS2047436,SAMEA104429494,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_24h_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18850_4_4,sequencing assay,ERX2274048,18850_4_4_r2.fq.gz,18850_4_4_r2.fq.gz,ERR2220589,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2220589/ERR2220589_2.fastq.gz,150,76,Homo sapiens,24,hour,EFO,UO_0000032
Human_Th2_2h_1,ERS2047437,SAMEA104429495,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_2h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_2_5,sequencing assay,ERX2274049,18246_2_5_r1.fq.gz,18246_2_5_r1.fq.gz,ERR2220590,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2220590/ERR2220590_1.fastq.gz,150,76,Homo sapiens,2,hour,EFO,UO_0000032
Human_Th2_2h_1,ERS2047437,SAMEA104429495,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_2h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_2_5,sequencing assay,ERX2274049,18246_2_5_r2.fq.gz,18246_2_5_r2.fq.gz,ERR2220590,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2220590/ERR2220590_2.fastq.gz,150,76,Homo sapiens,2,hour,EFO,UO_0000032
Human_Th2_2h_1,ERS2047437,SAMEA104429495,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_2h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_3_5,sequencing assay,ERX2274049,18246_3_5_r1.fq.gz,18246_3_5_r1.fq.gz,ERR2220591,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2220591/ERR2220591_1.fastq.gz,150,76,Homo sapiens,2,hour,EFO,UO_0000032
Human_Th2_2h_1,ERS2047437,SAMEA104429495,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_2h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_3_5,sequencing assay,ERX2274049,18246_3_5_r2.fq.gz,18246_3_5_r2.fq.gz,ERR2220591,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2220591/ERR2220591_2.fastq.gz,150,76,Homo sapiens,2,hour,EFO,UO_0000032
Human_Th2_2h_1,ERS2047437,SAMEA104429495,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_2h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_4_5,sequencing assay,ERX2274049,18246_4_5_r1.fq.gz,18246_4_5_r1.fq.gz,ERR2220592,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/002/ERR2220592/ERR2220592_1.fastq.gz,150,76,Homo sapiens,2,hour,EFO,UO_0000032
Human_Th2_2h_1,ERS2047437,SAMEA104429495,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_2h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_4_5,sequencing assay,ERX2274049,18246_4_5_r2.fq.gz,18246_4_5_r2.fq.gz,ERR2220592,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/002/ERR2220592/ERR2220592_2.fastq.gz,150,76,Homo sapiens,2,hour,EFO,UO_0000032
Human_Th2_2h_1,ERS2047437,SAMEA104429495,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_2h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_5_5,sequencing assay,ERX2274049,18246_5_5_r1.fq.gz,18246_5_5_r1.fq.gz,ERR2220593,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2220593/ERR2220593_1.fastq.gz,150,76,Homo sapiens,2,hour,EFO,UO_0000032
Human_Th2_2h_1,ERS2047437,SAMEA104429495,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,1,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_2h_1,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_5_5,sequencing assay,ERX2274049,18246_5_5_r2.fq.gz,18246_5_5_r2.fq.gz,ERR2220593,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2220593/ERR2220593_2.fastq.gz,150,76,Homo sapiens,2,hour,EFO,UO_0000032
Human_Th2_2h_2,ERS2047438,SAMEA104429496,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_2h_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_2_8,sequencing assay,ERX2274050,18246_2_8_r1.fq.gz,18246_2_8_r1.fq.gz,ERR2220594,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2220594/ERR2220594_1.fastq.gz,150,76,Homo sapiens,2,hour,EFO,UO_0000032
Human_Th2_2h_2,ERS2047438,SAMEA104429496,Homo sapiens,not applicable,0,day,not applicable,umbilical cord blood,T-helper 2 cell,2,cell,P-MTAB-70274,P-MTAB-70275,P-MTAB-70276,Human_Th2_2h_2,PAIRED,size fractionation,GENOMIC,not applicable,ATAC-seq,500,100,P-MTAB-70277,SC,18246_2_8,sequencing assay,ERX2274050,18246_2_8_r2.fq.gz,18246_2_8_r2.fq.gz,ERR2220594,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2220594/ERR2220594_2.fastq.gz,150,76,Homo sapiens,2,hour,EFO,UO_0000032
