motif_name,WT_Tfh_vs_Naive,Prdm1KO_Tfh_vs_Naive,DKO_Tfh_vs_Naive,Bcl6KO_Th1_vs_Naive,DKO_Th1_vs_Naive
Nfat5+M1519(NFAT),4.079999999999998,3.6700000000000017,-0.25,-0.7199999999999989,-1.6200000000000045
Irf5+M1267(IRF),0.22000000000000242,0.7700000000000031,1.8800000000000026,-0.1599999999999966,2.1000000000000014
Tcf7l2+M1585(HMG),10.11,9.420000000000002,5.93,-0.1999999999999993,4.359999999999999
Tcf7(HMG),6.23,5.550000000000001,3.4399999999999995,-0.3099999999999996,2.8900000000000006
LEF1(HMG),8.250000000000002,7.540000000000001,4.229999999999999,-0.16999999999999993,3.3199999999999985
Tcf4(HMG),7.3100000000000005,6.6800000000000015,3.84,-0.22000000000000064,3.0999999999999996
EHF(ETS),-3.719999999999999,-3.8999999999999986,-3.1199999999999974,1.6099999999999994,-2.1499999999999986
EWS:ERG-fusion(ETS),-3.09,-3.289999999999999,-2.34,1.490000000000002,-1.4199999999999982
ELF1(ETS),-3.6799999999999997,-3.5199999999999996,-3.3599999999999994,0.7899999999999991,-2.0400000000000027
ELF3(ETS),-2.8100000000000023,-3.1000000000000014,-2.240000000000002,1.5999999999999979,-1.2900000000000027
ELF5(ETS),-2.4200000000000017,-2.4400000000000013,-1.9600000000000009,1.3499999999999979,-1.2600000000000016
ETS+M0698(ETS),-3.9399999999999977,-3.9899999999999984,-4.059999999999999,0.6700000000000017,-2.8599999999999994
ERG(ETS),-5.0,-5.920000000000002,-3.780000000000001,1.6799999999999997,-2.6000000000000014
ETS1(ETS),-5.579999999999998,-6.229999999999997,-4.280000000000001,1.5700000000000003,-2.9200000000000017
ETV1(ETS),-5.369999999999997,-5.810000000000002,-4.780000000000001,1.5399999999999991,-3.490000000000002
ETV4(ETS),-5.470000000000006,-5.770000000000003,-4.920000000000002,1.0799999999999983,-3.480000000000004
SPDEF(ETS),-2.84,-3.09,-2.8099999999999987,1.0399999999999991,-1.75
EWS:FLI1-fusion(ETS),-3.210000000000001,-3.4700000000000024,-2.5,1.259999999999998,-1.7000000000000028
Elf2+M0708(ETS),-4.740000000000002,-4.830000000000005,-4.520000000000003,0.9600000000000009,-3.3700000000000045
Elf4(ETS),-4.52,-4.710000000000001,-3.4200000000000017,1.7199999999999989,-2.3200000000000003
Elk1(ETS),-3.610000000000003,-3.4800000000000004,-3.330000000000002,0.7300000000000004,-2.0199999999999996
Elk3+M0692(ETS),-3.379999999999999,-3.120000000000001,-3.5,0.5100000000000016,-2.4499999999999993
Elk4(ETS),-3.0199999999999996,-2.9200000000000017,-3.2200000000000024,0.48999999999999844,-2.1799999999999997
Ets1-distal(ETS),-2.870000000000001,-3.1000000000000014,-2.0500000000000007,1.259999999999998,-1.4000000000000021
Etv2(ETS),-5.410000000000004,-6.100000000000001,-4.010000000000005,1.9899999999999949,-2.770000000000003
Etv6+M0705(ETS),-4.640000000000001,-4.299999999999997,-3.8200000000000003,1.1600000000000037,-2.799999999999997
GABPA(ETS),-4.609999999999999,-4.93,-4.059999999999999,1.5700000000000003,-2.9399999999999977
ERF+M0714(ETS),-2.930000000000007,-3.3599999999999994,-3.0799999999999983,0.6700000000000017,-2.3800000000000097
PU.1(ETS),-3.3200000000000003,-3.2900000000000027,-1.9000000000000021,1.0,-1.4600000000000009
Fli1(ETS),-5.390000000000001,-5.649999999999999,-4.619999999999997,1.4200000000000017,-3.280000000000001
