motif_name,WT_Tfh_vs_Naive,Prdm1KO_Tfh_vs_Naive,DKO_Tfh_vs_Naive,Bcl6KO_Th1_vs_Naive,DKO_Th1_vs_Naive
Elk1(ETS),-3.610000000000003,-3.4800000000000004,-3.330000000000002,0.7300000000000004,-2.0199999999999996
Elk4(ETS),-3.0199999999999996,-2.9200000000000017,-3.2200000000000024,0.48999999999999844,-2.1799999999999997
Ets1-distal(ETS),-2.870000000000001,-3.1000000000000014,-2.0500000000000007,1.259999999999998,-1.4000000000000021
Etv2(ETS),-5.410000000000004,-6.100000000000001,-4.010000000000005,1.9899999999999949,-2.770000000000003
Fli1(ETS),-5.390000000000001,-5.649999999999999,-4.619999999999997,1.4200000000000017,-3.280000000000001
Fosl2(bZIP),4.719999999999999,5.400000000000002,1.5899999999999999,-0.9600000000000009,0.8200000000000003
Fra1(bZIP),5.839999999999996,6.759999999999998,2.1499999999999986,-1.25,1.2399999999999984
Fra2(bZIP),5.459999999999997,6.219999999999999,1.9899999999999984,-1.110000000000003,1.0499999999999972
GABPA(ETS),-4.609999999999999,-4.93,-4.059999999999999,1.5700000000000003,-2.9399999999999977
IRF3(IRF),-0.25,-0.05999999999999872,1.2300000000000004,0.4300000000000015,1.4400000000000013
IRF4(IRF),-0.47999999999999865,-0.02999999999999936,1.4800000000000004,0.28000000000000114,1.5700000000000003
IRF8(IRF),-0.4300000000000015,-0.10000000000000142,1.129999999999999,0.379999999999999,1.379999999999999
Jun-AP1(bZIP),3.9800000000000004,4.550000000000001,1.259999999999998,-0.8599999999999994,0.5
JunB(bZIP),5.850000000000005,6.940000000000001,2.450000000000003,-1.0299999999999976,1.3100000000000023
KLF3(Zf),-3.09,-3.24,-2.1999999999999993,-0.870000000000001,-1.2199999999999989
KLF5(Zf),-4.629999999999999,-4.400000000000002,-2.759999999999998,-0.7899999999999991,-1.730000000000004
KLF6(Zf),-4.369999999999997,-4.0,-3.09,-1.25,-2.09
Klf4(Zf),-3.549999999999999,-3.1899999999999995,-1.8100000000000005,-0.3100000000000005,-0.9800000000000004
Klf9(Zf),-1.6500000000000004,-1.2599999999999998,-1.6600000000000001,-0.8800000000000008,-1.0099999999999998
MafB(bZIP),0.9700000000000006,0.8300000000000001,-0.019999999999999574,-0.27999999999999936,-0.41999999999999993
MafK(bZIP),1.1799999999999997,1.0599999999999987,-0.040000000000000924,-0.3800000000000008,-0.41999999999999993
NFAT(RHD),4.210000000000001,3.4299999999999997,-0.9200000000000017,-0.9699999999999989,-2.0100000000000016
"NFAT:AP1(RHD,bZIP)",2.8099999999999987,2.369999999999999,-0.7400000000000011,-1.040000000000001,-1.4800000000000004
NFkB-p65(RHD),1.549999999999999,2.84,1.58,-0.28000000000000114,1.3699999999999992
"Oct2(POU,Homeobox)",3.0299999999999994,2.790000000000001,-0.1299999999999999,-0.21999999999999975,-0.1899999999999995
"Oct4(POU,Homeobox)",3.4299999999999997,3.3200000000000003,0.3200000000000003,-0.25,-0.08999999999999986
"Oct6(POU,Homeobox)",3.09,2.799999999999999,0.379999999999999,-0.21000000000000085,-0.2699999999999996
PRDM1(Zf),1.2699999999999996,1.2399999999999984,1.8999999999999986,0.14999999999999858,2.1799999999999997
PU.1(ETS),-3.3200000000000003,-3.2900000000000027,-1.9000000000000021,1.0,-1.4600000000000009
RUNX(Runt),-5.209999999999997,-5.289999999999996,0.8500000000000014,0.75,0.9200000000000017
RUNX-AML(Runt),-4.27,-4.389999999999997,1.1400000000000006,0.7199999999999989,0.8100000000000023
RUNX1(Runt),-5.340000000000003,-5.600000000000001,1.5,0.8900000000000006,1.7100000000000009
RUNX2(Runt),-5.169999999999998,-5.049999999999997,1.0300000000000011,0.75,0.8900000000000006
SPDEF(ETS),-2.84,-3.09,-2.8099999999999987,1.0399999999999991,-1.75
Sp5(Zf),-2.1999999999999993,-2.349999999999998,-2.59,-1.009999999999998,-1.7699999999999996
Tcf3(HMG),5.370000000000001,4.9,2.7200000000000006,-0.2400000000000002,2.1999999999999993
Tcf4(HMG),7.3100000000000005,6.6800000000000015,3.84,-0.22000000000000064,3.0999999999999996
"bZIP:IRF(bZIP,IRF)",1.7800000000000011,2.34,2.710000000000001,-0.16000000000000014,2.41
